id,chat_id,message_id,chat_title,sender,message,message_thread_id,date,time
305,-1002211098365,851,Production Reporting,emmankh,"Daily Tasks (24/7):

- Attended the daily meeting.

- Worked on the API user journey and almost finished it; I just need to apply the AARRR framework (Acquisition, Activation, Retention, Referral, Revenue).

- Completed the release notes for the prices and plans and the API management. Sent these notes to Yousra for final review and translation into Arabic. They are now ready to go live.

- Held a meeting with Mohand and Masrya to review our progress over the past two weeks and what we have accomplished.

- Created a short plan report for the Developer Ecosystem.

- Followed up with Samir about the release. He informed me that everything is ready to go live and he is just waiting for Ahmed Osama's approval.

- Ensured that the prices will match the dollar exchange rate when we go live.",Meetings & General Conversations,2024-07-24,17:21:46
390,-1002211098365,936,Production Reporting,MohamedMansour1999,"28/7
Day off",Meetings & General Conversations,2024-07-29,18:28:29
307,-1002211098365,853,Production Reporting,emmankh,"""That's what we have achieved from our plan so far. We just need to implement the improvements in the documentation. We need to schedule a meeting to determine our next priorities so that we can understand the direction we will take in the upcoming period and start creating a plan.""",Meetings & General Conversations,2024-07-24,17:22:52
308,-1002211098365,854,Production Reporting,ahmadsamir22,"Daily Status 24/7
- Record a video for developers to explain how to use the APIs and the shortest cycle to run a meeting ( the already recorded videos were corrupted )
- Update the integration app for Vconnct Enterprise (Vconnct Meet) to ensure the mobile application runs the latest version of the meet tool
- update Vconnct Classroom Client API Documentation with the latest structure done by the R&D team",Meetings & General Conversations,2024-07-24,17:33:06
309,-1002211098365,855,Production Reporting,MohamadElrayes,"Daily Status 24/7

- Enhanced the display of the price before discount on the checkout page.

- Made a UI enhancement on the dashboard Classroom API page.

- Created the change log for the release of the Classroom API management user story and sent it to Eman.

- Worked on a hotfix requested by Ahmed Osama, which included:

  1) Calculating and displaying the monthly price of the business packages for the annual plan instead of showing the high annual plan price.

  2) Setting the default plan to annual instead of monthly.

  3) Adding auto-scrolling functionality to the plans page to automatically scroll to the selected package on the marketing page (requested by Sara).

Note: The hotfix is complete and ready for merging with the development branch for testing.",Meetings & General Conversations,2024-07-24,18:25:54
310,-1002211098365,856,Production Reporting,husyenn,24/7 day off,Meetings & General Conversations,2024-07-24,19:14:00
312,-1002211098365,858,Production Reporting,zeinabahmed_2,"Meeting Minutes:

Inmate System with Marketing Team

✦ Date: 24 July 2024

✦ Participants: Eweida, Nada, Mona, Menna, Koofy, Gammal, Zeinab

✦ Objective: Explaining the updates for the inmate system to create a new promotional video

✦ Discussion:
- Introduction to the Inmate System:
    - Eweida began by explaining what the inmate system is.
- Dashboard Overview:
    - Eweida provided detailed explanations of the visitor flow and admin flow for the dashboard, showcasing all the new screen designs.
- Video Content Discussion:
    - The team discussed what the new video should reflect, emphasizing that it must highlight the “Service 360” policy and the latest enhancements.

✦ Action Plan:
- Screen Designs and Presentation:
    - Eweida and Zeinab will complete the remaining screen designs and the presentation by today (24 July).
- Promotional Video:
    - The marketing team will work on the new video, with a due date set for next Tuesday (30 July).",Meetings & General Conversations,2024-07-25,10:18:03
313,-1002211098365,859,Production Reporting,zeinabahmed_2,"24/07 Daily Tasks:
Daily R&D meeting

Meeting with Webex customer support, to learn more about their conference room system, and how do they handle the installation of the hardware devices.

Dubai Inmate Visits:
•Redesign for Meet Engine, to fit the inmate system  
•Design the Analytics page 
• Meeting with the marketing team to discuss about the video, and wrote the meetings minutes 
• Started the presentation slides",Meetings & General Conversations,2024-07-25,10:21:09
314,-1002211098365,860,Production Reporting,OmarH_11,"23/7 & 24/7 Daily Report:

-Long meeting with Ahmed Osama, Naglaa and the dev team to Align with the notifications tracker and plan for the next stage 

- Prepared the automation of E-mails and uploaded the email template to it's automation 

-Worked on the UX of the mobile app onboarding 

- Made some modifications on the notifications and recording cycle Tracker",Meetings & General Conversations,2024-07-25,12:23:57
315,-1002211098365,861,Production Reporting,Nadanabil24,"24/7 Daily tasks

- Daily Meeting & send the daily attendance 
- collect the error promo codes in affiliate program and send them to Osama and Masrya
- meeting for LMS with Abdelrahman, Elsamman, and El Gammal to discuss the SAAS plan and the compactor "" Elsamman will send the MOM""
- meeting with the marketing team to discuss the new video brief for the Inmate Visitation system ""Zeinab will send the MOM""
- review Toaa's use case and tell her my feedback 
- Align with Eman the release notes she created 
- edit, send, and upload the media assets for the education landing page 
- quick discussion with Kasper for the ERP
- discussion with Serag, Sara, Elsamman, ElGammal, and Osama about the price and plans page design and what to do for marketing requirements 
- collect the weekly report  
- We need to check out Clickup project management tool over the weekend to see if we move to it and what benefits we get over Jira.",Meetings & General Conversations,2024-07-25,23:29:00
316,-1002211098365,862,Production Reporting,M0_Bassam,"24/7 Daily Tasks:

- Daily meeting
- Meeting with BD about their output from use cases that they applied in order to solve and fix all the issues, as well as Abdullah was explaining the new feature that is added to classroom and the update that will be deployed
- Meeting with Shawky and Mahmoud Khalifa about the migration plan and the moms of the meeting will be written 
- Followed up on due dated Bugs and new bugs 
- Checked new updayes about Zoom and will work in adding teams to the comparison",Meetings & General Conversations,2024-07-26,0:17:39
317,-1002211098365,863,Production Reporting,Serag_Farghaly,"Condensed Tasks Digest:

21/7 - 25/7

- Constant coordination with Marketing, Dev, & C-Level for landing pages

- Audits when absolutely necessary, or providing guidance & instructions regarding questions facing juniors

- Investigations into Directus, Builder.io & eventually Plasmic, to ascertain our possible direction & build a more robust visualization of how the new stack may work

- Setting up Mobbin account & starting to aggregate screens into folders so that juniors can eventually access curated screens that I believe best fit each design pattern- in the case that mobbin does not already offer it yet.

- Correspondence with Certum

- Heavy research with Sara into blocks, symbols, components & modular designs that we could use between the landing pages & the website, with clean code

- Provided some support Sara with price & plan enhancements/ tweaks

- Studying UI patterns that can affect buyer journey 

- Reviewing with dev code blocks that have issues and blacklisting the sources so that we do not deal with them for now

- Investigated approach to incorporate figma into our workflow in better ways than just designs",Meetings & General Conversations,2024-07-26,0:49:37
328,-1002211098365,874,Production Reporting,Abd_Al_Rhman_Ragab,"Based on release kit, notification system, package, payment, and subscription flows, I will set a plan for finish it in this week to start sprints in Aug.

Sadly I'm able to be in the company tomorrow, Amr is delegated for me, he will start with notification system for LMS Academies (without payment and subscription notifications) and finalize updates for packages we agreed on in Figma",Meetings & General Conversations,2024-07-28,0:37:05
339,-1002211098365,885,Production Reporting,Shaimaedris9,"28/07 Daily tasks
- Follow up with Amira regarding the bug of the blogs.
- Sat with Shiewy regarding how to extract of the blogs data from google analytics the system after gaining the access to it.
- Meeting with Shiewy to understand the reason of the issue in the blogs wordpress. 
- Edited articles in the Dashboard in the help center.
- Edited on the release notes of Yousra.
-  Started research to do a glossary for the products.",Meetings & General Conversations,2024-07-28,15:06:06
342,-1002211098365,888,Production Reporting,mmeweida,"Mohamed Eweida Daily Work Report
Sun, 28 | Office | Day 1 | 4 hrs 

Enhance and Edit the Inmate Visitation System Script:
Collaborate with Kofi to refine the script, ensuring it thoroughly and accurately describes the system flow.
Integrate terminology and concepts related to “Services 360” to reflect the comprehensive service nature of the system.
Review and improve the descriptive quality of the script to enhance understanding and engagement.

✦✦✦",Meetings & General Conversations,2024-07-28,15:17:32
475,-1002211098365,1021,Production Reporting,mahmouddiab01,Reminder 2,Meetings & General Conversations,2024-07-31,9:43:13
344,-1002211098365,890,Production Reporting,mmeweida,"Mohamed Eweida Daily Work Report
Sun, 28 | Office | Day 1 | 4 hrs 

Collaborate with Kofi to refine the inmate system script. Integrate concepts related to “Services 360” to reflect the comprehensive service nature of the system. Review and improve the descriptive quality of the script to enhance understanding.

Evaluate all inmate system features such as the advance search feature and take the decision to remove it in the first release. Implement design enhancements to optimize the system's overall flow. Enhance the visitor profile section UI.

Explore and study the ShadCN. Begin experimenting with building designs using it’s components to be ready to design the inmate system with ShadCN soon.

Start designing the missing screens for the Admin Dashboard in the inmate system. Research and gather UI references to inspire the design of the system's analytics section.

✦✦✦",Meetings & General Conversations,2024-07-28,15:28:08
352,-1002211098365,898,Production Reporting,AhmedKhalifaDev,"- Worked on resolving issues with the chat feature.
- Identified eight memory leaks affecting performance:
  - Four leaks were fixed last week.
  - Two leaks were resolved today.
- Fixed a bug in the calling feature (see attached screenshot).
- Improved the responsiveness of message attachments on smaller screens.",Meetings & General Conversations,2024-07-28,16:46:09
356,-1002211098365,902,Production Reporting,MohamadElrayes,"Daily Status 28/7

- Managed the daily standup meeting for the interns.
Worked with Soliman on adding the translation package and implementing it on the affiliate landing page.
Implemented an API to retrieve the section data below the developer packages on the plans page.",Meetings & General Conversations,2024-07-28,18:42:18
357,-1002211098365,903,Production Reporting,Amr_ElBerry,"28/7 tasks:

-R&D meeting

- Meeting with Omar explaining notification system

- worked on price & plans

- worked on notification system",Meetings & General Conversations,2024-07-28,19:20:35
358,-1002211098365,904,Production Reporting,Nadanabil24,"MOM Meeting 28/7

Participants:
- Ahmed Osama
- Nada Nabil
-Abdallah

Objective:
- Overview of the Clickup and the benefits of it over Jira 
- Discuss the Migration plan from Jira to Clickup
- Limits of Jira 

Action plan:
- Abdallah will make the structure of using  Clickup "" He will be our User Guide :D ""
- We will start the Migration plan with the Saas products
- We will work with Agile and Kanban boards",Meetings & General Conversations,2024-07-29,3:48:40
359,-1002211098365,905,Production Reporting,Nadanabil24,"28/7 Daily tasks

- R&D meeting and send the attendance 
- Update the weekly Report
- quick discussion with Ahmed Osama for the API updates and when we publish 
- work on the migration plan, the user guide of clickup and search of the main points between both tools ""Jira and clickup""
- Meeting with Ahmed Osama and Abdallah to discuss the migration plan from Jira to clickup 
- align with Motaz and Filila on the issue of the code on some affiliate promo codes
- take some change points we need on the affiliate dashboard 
- there is an issue with ERP on the promo codes income "" no money records on promo codes although of number of use""",Meetings & General Conversations,2024-07-29,3:54:43
360,-1002211098365,906,Production Reporting,emmankh,"Daily Tasks for 28th July:

Attended the daily meeting.

 Continued working on the API user journey.

 Conducted research on Zoom SDKs to gather insights and best practices for our own API development.

Followed up on the Client API release throughout the day. Coordinated with Samir and Hesham to align the Prices and Plans Page. Addressed missing parts such as the Customization Bar, the content of various packages, and the Education Package Discount.

Edited and refine the two release notes, ensuring clarity and completeness with Abdullah’s help.

Wrote the announcement for the Client API, highlighting key features and updates for our users.",Meetings & General Conversations,2024-07-29,4:38:04
362,-1002211098365,908,Production Reporting,M0_Bassam,"28/7 Daily Tasks:

- Daily Meeting
- Discussed with Usama the output of the meeting with Mahmoud Khalifa and Shawky about the migration to chatwoot
- Followed up on Bugs and requests that was specially mentioned by the support 
- Created an account on click up and tried using it 
- Checked Zoom updates 
- Checked the Mapping excel and need to discuss with Nada things that relates to Jira 
- Contacted the Jira support to reopen the closed space still waiting with their response 
- Talked with Mr Abdelsalam about the translation of the document that is needed in order to receive the certificate",Meetings & General Conversations,2024-07-29,6:44:17
363,-1002211098365,909,Production Reporting,ahmadsamir22,"Daily Status 28/7

- Create a seeder to seed the new tables with essential data after migrating to production environment 

- Follow up with R&D with Delta issues with Enterprise 

- Follow up with DevOps to ensure stable production release of Vconnct Classroom Client API 

- Creating an API to retrieve the section data below the developer packages on the plans page.",Meetings & General Conversations,2024-07-29,7:18:52
365,-1002211098365,911,Production Reporting,Serag_Farghaly,"28/7 Daily Tasks:

- Certification follow up with Shams

- Exploring Plasmic

- Documentation of the Atomics, Components, Blocks, Sections, etc

- Started planning for next 1-2 Months, implementing a complete hierarchy and building upon the documentation, so that stakeholders can more aptly understand the plan in-depth.

- Followed up with Dev multiple times & Usama when the deadline needed to be confirmed to the stakeholders

- Discussed issues that faced the dev due to component code issues with Sara so that we may use the better repositories that the dev had informed us were modular in the future",Meetings & General Conversations,2024-07-29,9:07:29
366,-1002211098365,912,Production Reporting,Shaimaedris9,"29/07 Daily tasks
- Finished the glossary and descriptions file for all products and send it to the marketing to be aligned ""English and Arabic"".
- Work on the blogs structure and edits on the published ones.
- Start editing changes as a first solving method from the marketing but did not work, and still waiting for the second solution from them to work on it and confirm the reason of the issue.
- Work on google analytics for the blogs.",Meetings & General Conversations,2024-07-29,14:03:52
373,-1002211098365,919,Production Reporting,Nadanabil24,"Affiliate
Meeting 27th July 2024
MOM


General Discussion about incoming release changes
1.Payment flow research
2.Some UI changes in the user dashboardRemove Report and Report Statistics
2.  Remove from popular affiliates the money
3.  Landing page changes with Sara
4.  Add a Knowledge tab in the user dashboard that includes:
1.  Telegram
2.  FAQ’s
3.  User Guide
4.  Tutorials


Action Plan for Next releases:
1.  Backend
1.  Set the Promo code use limit per person to 1 time only.
2.  Affiliate link tracking on ERP (affiliate link task).
3.  Change default country and country settings.
4.  Update promo code to include user name.


2.  Frontend
1.  Affiliate link tracking on ERP (affiliate link task).
2.  Changes in the UI of the user dashboard
3.  Changes in the landing page 
4.  Add a new Knowledge tab with the following:
1.  Telegram group
2.  FAQ’s
3.  User Guide
4.  Tutorials
5.  Add promo code card
6.  Remove From the user dashboard the following:
1.  Report
2.  Report statistics  
3.  Card “Order Commission”
4.  Popular Affiliates commission 

2.  Research
1.  Tracking the number of visits and reward system for affiliates
2.  User mandatory cookies (tracking cookies that last for 90 days)
3.  Payout flow and payment gateways to integrate with
4. Payment details tab on the tool.
5. Promo codes for Organizations
6.Organizations flow
7.Leveling structure.
8. Commission structures.
9.Affiliate admin to retrieve promo codes from ERP

conclusion: we need to schedule a meeting with Ahmed Osama to prioritize the tasks in August",Meetings & General Conversations,2024-07-29,14:57:16
374,-1002211098365,920,Production Reporting,mahmouddiab01,"29/7
- Work on webinar package conflict with filial and announce him bugs.
-Work on Vconnct tree diagram.
-Meeting with Mahmoud El-deeb to discuss investment team need.
- Brief discussion with Sara to align on the issues with the webinar package issue.
- Brief discussion with Mansour about the room progress bar bug in the dashboard for webinar.",Meetings & General Conversations,2024-07-29,14:58:38
389,-1002211098365,935,Production Reporting,MahmoudMamdooh,"28/7
Day off",Meetings & General Conversations,2024-07-29,18:27:33
378,-1002211098365,924,Production Reporting,Nadanabil24,"Affiliate Meeting 27th July 2024
MOM

Participants:
- Nada
- Motaz
- Youssef

General Discussion about incoming release changes
1. Payment flow research
2. Some UI changes in the user dashboard
    1. Remove Report and Report Statistics
    2. Remove from popular affiliates the money
     3. Landing page changes 
     4. Add a Knowledge tab in the user dashboard that includes:
1. Telegram
2.FAQs
3. User Guide
4. Tutorials


Action Plan for Next Release:
- Backend
1. Set the Promo code use limit per person to 1 time only.
2. Affiliate link tracking on ERP (affiliate link task).
3. Change default country and country settings.
4.Update promo code to include user name.


-Frontend
1.Affiliate link tracking on ERP (affiliate link task).
2. Changes in the UI of the user dashboard
3.Changes in the landing page 
4. Add a new Knowledge tab with the following:
  1. Telegram group
  2.FAQs
  3. User Guide
  4. Tutorials
5.Add promo code card
6.Remove From the user dashboard the following:
   1. Report
   2. Report statistics  
   3.Card “Order Commission”
  4. Popular Affiliates Commission 

-Research
1. Tracking the number of visits and reward system for affiliates
2.User mandatory cookies (tracking cookies that last for 90 days)
3.Payout flow and payment gateways to integrate with
4. Payment details tab on the tool.
5. Promo codes for Organizations
6. Organizations flow
7.Leveling structure.
8. Commission structures.
9. Affiliate admin to retrieve promo codes from ERP

Conclusion: we need to schedule a meeting with Ahmed Osama to prioritize the tasks in August",Meetings & General Conversations,2024-07-29,15:11:40
383,-1002211098365,929,Production Reporting,Nadanabil24,"29/7 Daily tasks

- Daily meeting and send the attendance
- long meeting with Motaz and Youssef for the Affiliate progress in August 
- meeting with ElSamman and ElGammal to discuss the production team process on clickup and the production plan for August
- start in August Plan for affiliate depends on the meeting 
- try to edit on the InDesign file and Canava on TOT file
- discuss with Gammal some points on the team prosses 
- align with Osama, Mansor, and Said about the landing page update, whether it is on the production server, and when? "" it's on production now""
- see Abdlallah's structure of using Clickup",Meetings & General Conversations,2024-07-29,17:34:19
384,-1002211098365,930,Production Reporting,Serag_Farghaly,"29/7 Daily Tasks

- Meeting with Eweida regarding Shadcn, Radix, and other systems, explaining how they work and providing him with links

- Meeting with Zeinab to support her with the logitech certification call & guiding her on how to direct conversation favorably

- Long workshop with Alaa on Material 3 Mobile app UI rework

- Meeting with Usama regarding needing Soliman free with me so that we can continue working on the components, blocks and sections, as working with someone else without Soliman at the very least will set us back quite a bit of time right now, till the systems are ready to be handed over. 

- Discussed with Soliman the plan going forward for the new stack and how we'll approach the new blocks at version 2, while also studying the new approach so that we can start to craft in-house components, blocks and sections of our own by relying on pre-made atomics, avoiding any code issues that we faced before. 

- Long meeting with Eman discussing at length the same things I discussed with Soliman & Eweida so that she is up to date, that way she is aligned and prepared in case Sara & I require support, since she already has experience shadcn and is already working on a landing page concept for the developer ecosystem. I will await a follow-up so that we can further align as Soliman, Sara & I develop the system.

- Took time to research, document & retrace old component libraries to start establishing a good pool to use, due to the overload of links causing confusion. I am adding it now to the lifeline Notion v1.5

- Follow-ups with Dev to ensure Communication landing page is tested and in production as planned by tonight, however it is yet to be tested to do some repo issues, so I discussed the situation with Usama & he informed me he has a workaround in mind temporarily so that testing can proceed unhampered in the meantime while they sort the repo issues. Soliman has informed me I should expect the link possibly tonight or tomorrow morning, so I will check in on what caused the delay so that we can resolve any lingering issues earlier in the future.",Meetings & General Conversations,2024-07-29,18:00:05
393,-1002211098365,939,Production Reporting,Amr_ElBerry,"29/7 tasks:

-R&D meeting

-started studyimg V.connct payment cycle

- meeting with Abd Al-Rhman testing and studying payment cycle inside the LMS system

- meeting with  Abd Al-Rhman& Ramadan discussing SaaS plan",Meetings & General Conversations,2024-07-29,19:05:56
402,-1002211098365,948,Production Reporting,zeinabahmed_2,"29/07 Daily Tasks:
Daily R&D meeting

I attempted to contact Logitech, but unfortunately, the number was unavailable. I consulted with Eng. Khailfa,  advised me to send an email. I am currently waiting for him to send the email address.

Dubai Inmate Visits:
• Meeting with Eweida to write all analysis points we will include in the analytics page
• Completed the Visitation Request Details Card
• Completed the Admin Management Page Design  
• Completed the Verify Your Identity Page",Meetings & General Conversations,2024-07-30,6:03:21
403,-1002211098365,949,Production Reporting,Loly_re,"29/07 daily report: 

- Daily meeting 
- Meeting with Omar for understanding the recording management tracker and imagining it's flow 
- Quick Meeting with Abdallah to show him what I did in the recording management flow 
- Quick Meeting with eng/ Elgammal , toaa and Abdallah about recording management flow 
- Meeting with Serag to give me his feedback 
- Edited some Serag feedbacks",Meetings & General Conversations,2024-07-30,6:44:27
404,-1002211098365,950,Production Reporting,M0_Bassam,"29/7 Daily Tasks

- Replied to support on all bugs and requests 
- Check with Osama the need of resolving all the bugs
- Work on Click up  and study the features 
- Check Abdullah structural plan and check how to apply it on Click up
- Added to the competitors comparison more illustrations for some features and will start adding all teams features 
- Check all bugs status and followed up the recordings bug",Meetings & General Conversations,2024-07-30,6:54:08
406,-1002211098365,952,Production Reporting,ahmadsamir22,"Daily Status 29/7

- Fix an issue with the calculated package price ( round the prices to the nearest 2 decimals)

- Update the documentation of Vconnct Classroom Client API 70%

- Fix an issue with recording APIs on Vconnct Classroom Client API 

- Follow up with the recording problems that occurred for multiple clients",Meetings & General Conversations,2024-07-30,7:24:28
407,-1002211098365,953,Production Reporting,OmarH_11,"28/7 & 29/7 Daily Report:

- Tested the Acymailing system to see if sends e-mails accurately and discovered there is an issue concerning the queuing process. 

- Long meeting with Gabr trying to solve the Acymailing issue and successfully did by changing the configuration

- Meeting with Alaa to discuss the recording cycles flow and screens needed 

- Meeting with Masrya to fix the lists in the acymailing 

- Finished the onboarding screens and follow up with Eslam about them",Meetings & General Conversations,2024-07-30,7:28:32
412,-1002211098365,958,Production Reporting,Abd_Al_Rhman_Ragab,"29/7 tasks:
- Update LMS Academies proposal.
- Meeting with Mr. Emad, Mr Khalifa, Elsamman & Elgammal to confirm the initial prices for the client.
- Search for Security (DRM) to be added into the LMS to protect the content from screen recording and download.",Meetings & General Conversations,2024-07-30,9:23:46
417,-1002211098365,963,Production Reporting,mahmouddiab01,reminder,Meetings & General Conversations,2024-07-30,12:49:52
418,-1002211098365,964,Production Reporting,OmarH_11,"30/7 Daily Report:

- Meeting With Eman to Explain the notifications tracker and how it will be implemented for the APIs

-Meeting with Toaa to Explain the notifications tracker and the buyer journey

- Inserted the newly uploaded E-mails in the automation of the free plan users

- Aligned with Abdullah and Serag about the onboarding process and took reviews and what edits to make 

- Meeting with Ahmed Osama and Masrya to discuss ERP and acymailing integration issues in addition to the process of implementing the notifications 

- Started working on the pop-ups tracker",Meetings & General Conversations,2024-07-30,13:42:15
421,-1002211098365,967,Production Reporting,Shaimaedris9,"30/07 Daily tasks
-Edited the API article updated the API screens to new one received from Eman.
- Talked with Koofy about the API video parts that needed to be added to the help center from the video that her already finished ""Eng and Arab"" + talked with him about the needed plan for the next month and needed to be done for the YouTube channel and help center. 
- Received API video ""Arabic"".
- Published release note dashboard in the help center.
- Edited some structure in the release notes and a plan for its enhancement.
- Talked with Abd-Elhakim about the help center analytics data and what needed and provide him with the data that he need to finalize the charts.
- Started to work on the knowledge team plan for the next month ""8"".",Meetings & General Conversations,2024-07-30,14:54:47
423,-1002211098365,969,Production Reporting,MohamedElKoofy,"30/7
- Video Edit Client Api video for developers for the Help Center
- Train Farida with some editing skills
- Attend Affiliate Meeting
- Meeting with Nada to take a brief about the affiliate videos
- Meeting with Ewida about the Inmate video script",Meetings & General Conversations,2024-07-30,15:01:18
426,-1002211098365,972,Production Reporting,Loly_re,"30 / 07 daily report : 

* Daily Meeting 
* Dav Daily Meeting
* Meeting with Abdallah to review the recording flow
* Edit Serag feedbacks
* Multible review from Serag on meet app design 
* Meeting with Serag to give me his meet app final approval 
* Started designing some recording screens",Meetings & General Conversations,2024-07-30,15:24:26
430,-1002211098365,976,Production Reporting,Serag_Farghaly,"30/7 Daily Tasks

- Multiple long workshops + supporting Alaa to audit, approved most screens with some comments for Alaa to adjust before checking with Abdelghaffar.

- Thorough meetings with Omar & Eslam about onboarding, commented about issues with current implementation from a user journey perspective due to lack of step indicator and seemingly random placement of next button

- Semi-long meeting with Amira about future landing pages, showing her a sample of components and blocks that we've found. We agreed that I will discuss with Dev blocks to use at my discretion, adhering where needed to any case-specific requirements. Amira has sent me a preliminary list for me to get started with in planning the comparison page while the content is being crafted. We agreed that while the content is prepared, we will be preparing the pages version 2 of the components.

- Supporting Eman with landing pages design for Dev ecosystem providing links & resources

- Long & very thorough research on more components, resources and tools to expedite work speed for dev & product team

- Follow ups with Dev over issues with pushing the landing page for testing, issue persisted since the morning and till now have not received confirmation that the issue will be solved by a specific deadline, as there seems to be a critical issue with the Pipeline affecting other projects as well currently being worked on, delaying the landing page troubleshooting. I am still following up with Soliman to gain a better understanding of the situation and to gain insight as to what's the repetitive issue that's occurred since a few days ago that's impeded his work since (other than the API issues that were resolved)",Meetings & General Conversations,2024-07-30,15:56:02
432,-1002211098365,978,Production Reporting,EdroSoli392,"30/7 daily task:

Meeting with the delta to solve a problem they got.

Meeting with alaa to see the missing and the new mobile screens

meeting with toaa to see the flow and the prototype and give her feedback

worked on augest plan 

Finished with bassam the new system that we will work on as a structure and will make the production team on it so we can start working on it, after reviewing it with Ahmed usama.",Meetings & General Conversations,2024-07-30,17:04:06
434,-1002211098365,980,Production Reporting,EdroSoli392,https://docs.google.com/spreadsheets/d/1wdIdMi_nkKYiUbq9B3VdQZiDujBQdJlIiQ_tktgET8g/edit?usp=sharing,Meetings & General Conversations,2024-07-30,17:43:48
440,-1002211098365,986,Production Reporting,ahmadsamir22,"Daily Status 30/7

- Meeting with Iman, Masrya, and Mohaned to Discuss September's plan for Vconnct Classroom Client API.

- Meeting with Delta Company to update Enterprise version and Vmeet version.

- Finish updates for VConnct Classroom Client API documentation.",Meetings & General Conversations,2024-07-30,20:06:38
441,-1002211098365,987,Production Reporting,MohamadElrayes,"Daily Status 30/7

- Managed the daily standup for the interns.

- Assisted Masrya and Mohaned in debugging errors in the (React) analytics dashboard and informed them of the causes of the errors.

- Applied the same price and plans changes to the Classroom API packages, ensuring the prices are shown per month for both annual and monthly plans.

- Requested Fillila to send a new key in the API to calculate the custom package price in the business packages. Implemented this to fix a problem where switching between monthly and annual plans caused a delay in updating the customized package.

- Added the documentation and video links for the Classroom API management dashboard after Samir completed them, and submitted a merge request for these updates.",Meetings & General Conversations,2024-07-30,20:17:29
442,-1002211098365,988,Production Reporting,Amr_ElBerry,"30/7 tasks:

- R&D meeting

-Meeting with Abd Al-Rhman discussing & testing payment cycle inside the system

-worked on a diagram showing the process& different ways of payment inside the system

-tested & solved bugs with Ramadan  

-attended LMS Client meeting",Meetings & General Conversations,2024-07-30,20:24:20
454,-1002211098365,1000,Production Reporting,Nadanabil24,"Affiliate Meeting 30th July 2024
MOM

Participants:
-Mr Magid
-Mr Ibrahim 
-Nada
-Youssef
-Koofy
-Rawan
-Walid

Action Plan:
1. landing page Enhancement 
2. Need 2 Videos (Motion/Real) to explain the program 
3. Structure (Referral link) Commission per Action( Register/ Download)
4. Structure Referring Tree
5. Enhance Video ( Comparison zoom)
6. Schedule a meeting with the marketing team to discuss the ideas for the videos 
7. Work on Competitor analysis during working on the program",Meetings & General Conversations,2024-07-30,23:36:05
455,-1002211098365,1001,Production Reporting,eslex0,30/7,Meetings & General Conversations,2024-07-31,0:23:54
458,-1002211098365,1004,Production Reporting,Nadanabil24,"30/7 daily tasks

- daily meeting and send the attendance 
- edits the monthly tracker 
- Search for more templates for the user guide 
- start to design the template of the user guide
- search for reference to affiliate videos
- meeting with Mr Magid, the affiliate team, and Koofy  to discuss the points of the videos we need to program
- meeting with Koofy to discuss the ideas for the videos ( real and motion)",Meetings & General Conversations,2024-07-31,4:24:37
459,-1002211098365,1005,Production Reporting,zeinabahmed_2,"30/07 Daily Tasks:
Attended Daily meeting

Dubai Inmate Visits System:
• Worked on the analytics page 
• Stakeholder Meeting:  eng. Qassim explained all Dubai police requirements and added some new edits which they are:  1. The registration process will be done through the Dubai Police Website. 2. Visitors access the inmate visitations from the Dubai police website 3. In the Admin Dashboard, we will add a “White List”, where the admin can add the visitations that will be automatically by the system.

Conference Room System:
• Finalized all the edits on the prototype, now it is ready to be added to the proposal presentation.

Started working on the August Plan",Meetings & General Conversations,2024-07-31,5:47:26
460,-1002211098365,1006,Production Reporting,emmankh,"Developer Ecosystem Meeting  

  

Date: 7/30/2024    Time: 1 pm  

Attendants:  Masrya, Samir, Mohand and Eman   

  

Discussion:  

-We compared between the two different approaches: which one should we prioritize first, and what's the best way to proceed in the coming period? What are the advantages and disadvantages of each path, and which one will save us time and provide faster returns? 

Our options are to: 

 -release a meet SaaS-like classroom or to work on separating the dashboard. We discussed this in our last meeting with El-Gammal, Ahmed Osama and El-Saman who suggested that the innovation team needs to hold a meeting to discuss these details in order to determine the best practices. Based on that, we can start building our plan and defining our goals. 
 

-We've identified high-priority tasks that must be completed this week: 

 resolving API Management bugs, completing documentation enhancements, and launching the comparison feature table. 

 -Additionally, we agreed that separating the education API and Classroom API is essential. Samir indicated that he needs two days to research the best way to implement this. 

 

ACTION PLAN: We need to schedule a meeting to discuss all these details so we can create a clear and organized plan for the new month."" 

 @M0_Gammal @MahmoudSamman",Meetings & General Conversations,2024-07-31,5:47:29
463,-1002211098365,1009,Production Reporting,M0_Bassam,"30/7 Daily Tasks 

- Daily meeting
- Worked on the new system and checked if it covers all the needs needed from it
-  Updated some Teams features in the comparison 
- Investigated with Hesham the desktop app bug as the steps was not shown by the support so it took multiple testing scenarios in order to reach the cause of  the bug 
- Finished with Abdullah the new system that we will work on as a structure, and reviewed it with Ahmed Usama
- Checked on all the Bugs that are opened and sent a report on the support's channel",Meetings & General Conversations,2024-07-31,6:28:42
471,-1002211098365,1017,Production Reporting,Abd_Al_Rhman_Ragab,"30/7 tasks:
- Demo for the client
- Meeting with Amr for payment cycle diagram
- Prepare content for the demo
- Test solved bugs with Ramadan",Meetings & General Conversations,2024-07-31,8:29:19
